function,smellKey,smellId
"public static BigDecimal average(Enumerable<TSource> source, BigDecimalFunction1<TSource> selector){
    return sum(source, selector).divide(BigDecimal.valueOf(longCount(source)));
}",java:S119,
"public static Enumerable<TResult> groupJoin(final Enumerable<TSource> outer, final Enumerable<TInner> inner, final Function1<TSource, TKey> outerKeySelector, final Function1<TInner, TKey> innerKeySelector, final Function2<TSource, Enumerable<TInner>, TResult> resultSelector, final EqualityComparer<TKey> comparer){
    return new AbstractEnumerable<TResult>() {

        final Map<TKey, TSource> outerMap = outer.toMap(outerKeySelector, comparer);

        final Lookup<TKey, TInner> innerLookup = inner.toLookup(innerKeySelector, comparer);

        final Enumerator<Map.Entry<TKey, TSource>> entries = Linq4j.enumerator(outerMap.entrySet());

        @Override
        public Enumerator<TResult> enumerator() {
            return new Enumerator<TResult>() {

                @Override
                public TResult current() {
                    final Map.Entry<TKey, TSource> entry = entries.current();
                    @SuppressWarnings(""argument.type.incompatible"")
                    final Enumerable<TInner> inners = innerLookup.get(entry.getKey());
                    return resultSelector.apply(entry.getValue(), inners == null ? Linq4j.emptyEnumerable() : inners);
                }

                @Override
                public boolean moveNext() {
                    return entries.moveNext();
                }

                @Override
                public void reset() {
                    entries.reset();
                }

                @Override
                public void close() {
                }
            };
        }
    };
}",java:S119,
"public void addCacheHandler(int hndId, AffinityTopologyVersion startTopVer, Class<Msg> type, IgniteBiInClosure<UUID, ? super Msg> c){
    assert !type.isAssignableFrom(GridCacheGroupIdMessage.class) : type;
    addHandler(hndId, startTopVer, type, c, cacheHandlers);
}",java:S119,
"public static OrderedQueryable<T> thenBy(OrderedQueryable<T> source, FunctionExpression<Function1<T, TKey>> keySelector){
    throw Extensions.todo();
}",java:S119,
"public static BigDecimal sum(Enumerable<TSource> source, NullableBigDecimalFunction1<TSource> selector){
    return aggregate(source.select(selector), BigDecimal.ZERO, Extensions.BIG_DECIMAL_SUM);
}",java:S119,
"@Override
public Queryable<TResult> selectMany(FunctionExpression<Function1<T, Enumerable<TResult>>> selector){
    return factory.selectMany(getThis(), selector);
}",java:S119,
"@Override
public TResult min(Queryable<T> source, FunctionExpression<Function1<T, TResult>> selector){
    throw new UnsupportedOperationException();
}",java:S119,
"private void innerGo(final Request request, final HttpResponseHandler<Intermediate, Final> httpResponseHandler, final Duration duration, final SettableFuture<Final> future){
    try {
        final String host = request.getUrl().getHost();
        final URI uri = request.getUrl().toURI();
        Map<String, List<String>> cookieMap = cookieManager.get(uri, Collections.emptyMap());
        for (Map.Entry<String, List<String>> entry : cookieMap.entrySet()) {
            request.addHeaderValues(entry.getKey(), entry.getValue());
        }
        final boolean shouldRetryOnUnauthorizedResponse;
        if (DruidKerberosUtil.needToSendCredentials(cookieManager.getCookieStore(), uri)) {
            LOG.debug(""No Auth Cookie found for URI{}. Existing Cookies{} Authenticating... "", uri, cookieManager.getCookieStore().getCookies());
            UserGroupInformation currentUser = UserGroupInformation.getCurrentUser();
            currentUser.checkTGTAndReloginFromKeytab();
            LOG.debug(""The user credential is {}"", currentUser);
            String challenge = currentUser.doAs((PrivilegedExceptionAction<String>) () -> DruidKerberosUtil.kerberosChallenge(host));
            request.setHeader(HttpHeaders.Names.AUTHORIZATION, ""Negotiate "" + challenge);
            shouldRetryOnUnauthorizedResponse = false;
        } else {
            LOG.debug(""Found Auth Cookie found for URI {} cookie {}"", uri, DruidKerberosUtil.getAuthCookie(cookieManager.getCookieStore(), uri).toString());
            shouldRetryOnUnauthorizedResponse = true;
        }
        @SuppressWarnings(""unchecked"")
        ListenableFuture<RetryResponseHolder<Final>> internalFuture = delegate.go(request, new RetryIfUnauthorizedResponseHandler<Intermediate, Final>(new ResponseCookieHandler(request.getUrl().toURI(), cookieManager, httpResponseHandler)), duration);
        RetryResponseHolder<Final> responseHolder = internalFuture.get();
        if (shouldRetryOnUnauthorizedResponse && responseHolder.shouldRetry()) {
            LOG.debug(""Preparing for Retry boolean {} and result {}, object{} "", true, responseHolder.shouldRetry(), responseHolder.getObj());
            DruidKerberosUtil.removeAuthCookie(cookieManager.getCookieStore(), uri);
            request.setHeader(""Cookie"", """");
            innerGo(request.copy(), httpResponseHandler, duration, future);
        } else {
            future.set(responseHolder.getObj());
        }
    } catch (Throwable e) {
        throw Throwables.propagate(e);
    }
}",java:S119,
"@Override
public TResult max(final Queryable<T> source, final FunctionExpression<Function1<T, TResult>> selector){
    return new NonLeafReplayableQueryable<T>(source) {

        @Override
        public void replay(QueryableFactory<T> factory) {
            factory.max(source, selector);
        }
    }.castSingle();
}",java:S119,
"public static boolean all(Enumerable<TSource> enumerable, Predicate1<TSource> predicate){
    try (Enumerator<TSource> os = enumerable.enumerator()) {
        while (os.moveNext()) {
            TSource o = os.current();
            if (!predicate.apply(o)) {
                return false;
            }
        }
        return true;
    }
}",java:S119,
"@Override
public Iterable<Row> firstOrLast(boolean first, ExecutionContext<Row> ectx, ColocationGroup grp, @Nullable ImmutableBitSet requiredColumns){
    UUID localNodeId = ectx.localNodeId();
    if (grp.nodeIds().contains(localNodeId) && idx != null) {
        return new IndexFirstLastScan<>(first, ectx, tbl.descriptor(), idx.unwrap(InlineIndexImpl.class), collation.getKeys(), grp.partitions(localNodeId), requiredColumns);
    }
    return Collections.emptyList();
}",java:S119,
"public static OrderedQueryable<T> thenByDescending(OrderedQueryable<T> source, FunctionExpression<Function1<T, TKey>> keySelector, Comparator<TKey> comparator){
    throw Extensions.todo();
}",java:S119,
"public static Float min(Enumerable<TSource> source, NullableFloatFunction1<TSource> selector){
    return aggregate(source.select(selector), null, Extensions.FLOAT_MIN);
}",java:S119,
"@Override
public Queryable<Grouping<TKey, TElement>> groupBy(FunctionExpression<Function1<T, TKey>> keySelector, FunctionExpression<Function1<T, TElement>> elementSelector, EqualityComparer<TKey> comparer){
    return EnumerableDefaults.groupBy(getThis(), keySelector.getFunction(), elementSelector.getFunction(), comparer).asQueryable();
}",java:S119,
"public static SimpleLabeledDataset<EmptyContext> createSimpleLabeledDataset(Ignite ignite, LearningEnvironmentBuilder envBuilder, IgniteCache<K, V> upstreamCache, Preprocessor<K, V> vectorizer){
    return createSimpleLabeledDataset(new CacheBasedDatasetBuilder<>(ignite, upstreamCache), envBuilder, vectorizer);
}",java:S119,
"@Override
public Enumerable<Grouping<TKey, TElement>> groupBy(Function1<T, TKey> keySelector, Function1<T, TElement> elementSelector, EqualityComparer<TKey> comparer){
    return EnumerableDefaults.groupBy(getThis(), keySelector, elementSelector, comparer);
}",java:S119,
"@Override
public OrderedQueryable<T> orderBy(FunctionExpression<Function1<T, TKey>> keySelector){
    return factory.orderBy(getThis(), keySelector);
}",java:S119,
"@Override
public Queryable<TResult> selectN(FunctionExpression<Function2<T, Integer, TResult>> selector){
    return factory.selectN(getThis(), selector);
}",java:S119,
"@Override
public OrderedQueryable<T> orderByDescending(final Queryable<T> source, final FunctionExpression<Function1<T, TKey>> keySelector, final Comparator<TKey> comparator){
    return new NonLeafReplayableQueryable<T>(source) {

        @Override
        public void replay(QueryableFactory<T> factory) {
            factory.orderByDescending(source, keySelector, comparator);
        }
    };
}",java:S119,
"public static Double min(Enumerable<TSource> source, NullableDoubleFunction1<TSource> selector){
    return aggregate(source.select(selector), Extensions.DOUBLE_MIN);
}",java:S119,
